symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate
ONDOUSDT,2025-01-10 00:00:00+09:00,1.2185,1.237,1.2106,1.2348,1660998.0,83718016.0,-2.4e-05,-0.443,17.453,1.101
ONEUSDT,2025-01-10 00:00:00+09:00,0.02378,0.02419,0.02364,0.02419,4729068.0,183937169.0,0.0001,-0.494,60.919,-0.829
ONGUSDT,2025-01-10 00:00:00+09:00,0.3675,0.3763,0.3658,0.3739,918918.0,8121244.0,0.0001,-1.215,-46.314,-12.721
ONTUSDT,2025-01-10 00:00:00+09:00,0.2493,0.2539,0.2489,0.2538,459804.0,11132363.0,0.0001,-0.039,-21.29,-4.631
OPUSDT,2025-01-10 00:00:00+09:00,1.7445,1.7696,1.7371,1.7688,420666.9,25743769.5,5.9e-05,-0.299,47.255,0.435
ORBSUSDT,2025-01-10 00:00:00+09:00,0.03047,0.03115,0.03029,0.03111,3354600.0,113123010.0,0.0005,1.105,1.061,1.906
ORCAUSDT,2025-01-10 00:00:00+09:00,3.44,3.481,3.421,3.481,22271.2,528920.0,0.0001,-1.248,-39.569,-10.925
ORDERUSDT,2025-01-10 00:00:00+09:00,0.231,0.2385,0.23,0.2382,1164901.0,13627367.0,0.0001,2.983,18.971,2.66
ORDIUSDT,2025-01-10 00:00:00+09:00,23.524,23.785,23.377,23.784,43963.72,1694639.46,0.0001,-0.523,5.742,-0.842
OSMOUSDT,2025-01-10 00:00:00+09:00,0.4633,0.4681,0.4613,0.4681,70740.0,2853786.0,0.0001,-0.616,65.953,1.862
OXTUSDT,2025-01-10 00:00:00+09:00,0.11111,0.11311,0.11072,0.11311,519370.0,16320670.0,0.0001,-0.326,36.004,0.544
PAXGUSDT,2025-01-10 00:00:00+09:00,2678.0,2679.0,2676.0,2677.0,10.362,1185.48399999,0.0001,-0.037,100.794,1.503
PEAQUSDT,2025-01-10 00:00:00+09:00,0.502,0.5051,0.5016,0.5043,170092.0,9629624.0,0.0001,-3.243,86.648,-1.359
PENDLEUSDT,2025-01-10 00:00:00+09:00,3.998,4.066,3.9734,4.0657,103497.0,3780334.0,-1.7e-05,-1.866,213.653,2.434
